smiles,value,units,type,relation,chembl_id,assay_id,organism,source
Oc1ccc(/C(Cc2ccc(F)cc2)=N\c2ccc(Br)cc2)c(O)c1O,25.0,ug.mL-1,MIC,=,CHEMBL1086641,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/C(Cc2ccc(F)cc2)=N\c2ccc(Cl)cc2)c(O)c1O,12.5,ug.mL-1,MIC,=,CHEMBL1086642,CHEMBL1101258,Escherichia coli,ChEMBL
O=[N+]([O-])c1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)c(O)c2O)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1086769,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)c(O)c2O)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1086770,CHEMBL1101258,Escherichia coli,ChEMBL
Cc1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)cc2O)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1086771,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/C(Cc2ccc(Cl)cc2)=N\c2ccc(Br)cc2)c(O)c1,3.125,ug.mL-1,MIC,=,CHEMBL1077212,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/C(Cc2ccc(Cl)cc2)=N\c2ccc(Cl)cc2)c(O)c1,0.78,ug.mL-1,MIC,=,CHEMBL1086168,CHEMBL1101258,Escherichia coli,ChEMBL
O=[N+]([O-])c1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)cc2O)cc1,6.25,ug.mL-1,MIC,=,CHEMBL1084687,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)cc2O)cc1,6.25,ug.mL-1,MIC,=,CHEMBL1084688,CHEMBL1101258,Escherichia coli,ChEMBL
Cc1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)cc2O)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1084689,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/C(Cc2ccc(F)cc2)=N\c2ccc(Br)cc2)c(O)c1,3.125,ug.mL-1,MIC,=,CHEMBL1086421,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/C(Cc2ccc(F)cc2)=N\c2ccc(Cl)cc2)c(O)c1,1.562,ug.mL-1,MIC,=,CHEMBL1077221,CHEMBL1101258,Escherichia coli,ChEMBL
O=[N+]([O-])c1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)cc2O)cc1,6.25,ug.mL-1,MIC,=,CHEMBL1086422,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)cc2O)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1082246,CHEMBL1101258,Escherichia coli,ChEMBL
Cc1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)c(O)c2)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1082247,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/C(Cc2ccc(Cl)cc2)=N\c2ccc(Br)cc2)cc1O,12.5,ug.mL-1,MIC,=,CHEMBL1077230,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/C(Cc2ccc(Cl)cc2)=N\c2ccc(Cl)cc2)cc1O,6.25,ug.mL-1,MIC,=,CHEMBL1085453,CHEMBL1101258,Escherichia coli,ChEMBL
O=[N+]([O-])c1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)c(O)c2)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1095683,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)c(O)c2)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1095684,CHEMBL1101258,Escherichia coli,ChEMBL
Cc1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)c(O)c2)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1095685,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/C(Cc2ccc(F)cc2)=N\c2ccc(Br)cc2)cc1O,12.5,ug.mL-1,MIC,=,CHEMBL1098036,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/C(Cc2ccc(F)cc2)=N\c2ccc(Cl)cc2)cc1O,6.25,ug.mL-1,MIC,=,CHEMBL1098037,CHEMBL1101258,Escherichia coli,ChEMBL
O=[N+]([O-])c1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)c(O)c2)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1098375,CHEMBL1101258,Escherichia coli,ChEMBL
Oc1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)c(O)c2)cc1,50.0,ug.mL-1,MIC,=,CHEMBL1077248,CHEMBL1101258,Escherichia coli,ChEMBL
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,3.125,ug.mL-1,MIC,=,CHEMBL176,CHEMBL1101258,Escherichia coli,ChEMBL
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,6.25,ug.mL-1,MIC,=,CHEMBL29,CHEMBL1101258,Escherichia coli,ChEMBL
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,6.25,ug.mL-1,MIC,=,CHEMBL8,CHEMBL1117568,Escherichia coli,ChEMBL
O=[N+]([O-])c1c(CCl)nc2sccn12,125.0,ug.mL-1,MIC,=,CHEMBL1076922,CHEMBL1106743,Escherichia coli,ChEMBL
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,5.0,ug.mL-1,MIC,=,CHEMBL372795,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(OC(C)=O)c1cc2cccc(CC)c2n2nnnc12,10.0,ug.mL-1,MIC,=,CHEMBL1088316,CHEMBL1105188,Escherichia coli,ChEMBL
CCOc1ccc2c(c1)cc(C(OC(C)=O)P(=O)(OCC)OCC)c1nnnn12,10.0,ug.mL-1,MIC,=,CHEMBL1086630,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(OC(C)=O)c1cc2cccc(OC)c2n2nnnc12,25.0,ug.mL-1,MIC,=,CHEMBL1076837,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(OC(C)=O)c1cc2ccc(OC)cc2n2nnnc12,15.0,ug.mL-1,MIC,=,CHEMBL1086629,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(OC(C)=O)c1cc2cc(OC)ccc2n2nnnc12,10.0,ug.mL-1,MIC,=,CHEMBL1086628,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(OC(C)=O)c1cc2cccc(C)c2n2nnnc12,10.0,ug.mL-1,MIC,=,CHEMBL1087656,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(OC(C)=O)c1cc2ccc(C)cc2n2nnnc12,15.0,ug.mL-1,MIC,=,CHEMBL1076807,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(OC(C)=O)c1cc2cc(C)ccc2n2nnnc12,15.0,ug.mL-1,MIC,=,CHEMBL1087655,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(OC(C)=O)c1cc2ccccc2n2nnnc12,10.0,ug.mL-1,MIC,=,CHEMBL1088444,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(O)c1cc2cccc(CC)c2n2nnnc12,20.0,ug.mL-1,MIC,=,CHEMBL1088307,CHEMBL1105188,Escherichia coli,ChEMBL
CCOc1ccc2c(c1)cc(C(O)P(=O)(OCC)OCC)c1nnnn12,15.0,ug.mL-1,MIC,=,CHEMBL1076783,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(O)c1cc2cccc(OC)c2n2nnnc12,15.0,ug.mL-1,MIC,=,CHEMBL1086745,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(O)c1cc2ccc(OC)cc2n2nnnc12,15.0,ug.mL-1,MIC,=,CHEMBL1086618,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(O)c1cc2cc(OC)ccc2n2nnnc12,15.0,ug.mL-1,MIC,=,CHEMBL1086617,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(O)c1cc2cccc(C)c2n2nnnc12,25.0,ug.mL-1,MIC,=,CHEMBL1087257,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(O)c1cc2ccc(C)cc2n2nnnc12,15.0,ug.mL-1,MIC,=,CHEMBL1087515,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(O)c1cc2cc(C)ccc2n2nnnc12,10.0,ug.mL-1,MIC,=,CHEMBL1088157,CHEMBL1105188,Escherichia coli,ChEMBL
CCOP(=O)(OCC)C(O)c1cc2ccccc2n2nnnc12,20.0,ug.mL-1,MIC,=,CHEMBL1088156,CHEMBL1105188,Escherichia coli,ChEMBL
Clc1ccccc1OCc1nnc2sc(-c3sc4ccccc4c3Cl)nn12,6.0,ug.mL-1,MIC,=,CHEMBL1086990,CHEMBL1110323,Escherichia coli,ChEMBL
Cc1ccc(OCc2nnc3sc(-c4sc5ccccc5c4Cl)nn23)cc1,6.0,ug.mL-1,MIC,=,CHEMBL1088426,CHEMBL1110323,Escherichia coli,ChEMBL
Clc1ccccc1OCc1nnc(-c2sc3ccccc3c2Cl)o1,6.0,ug.mL-1,MIC,=,CHEMBL1087632,CHEMBL1110323,Escherichia coli,ChEMBL
Clc1ccc(OCc2nnc(-c3sc4ccccc4c3Cl)o2)c(Cl)c1,6.0,ug.mL-1,MIC,=,CHEMBL1087633,CHEMBL1110323,Escherichia coli,ChEMBL
CC1=NN(C(=O)c2sc3ccccc3c2Cl)C(=O)/C1=N/Nc1ccccc1,6.0,ug.mL-1,MIC,=,CHEMBL1087634,CHEMBL1110323,Escherichia coli,ChEMBL
CC1=NN(C(=O)c2sc3ccccc3c2Cl)C(=O)/C1=N/Nc1ccc(C)cc1[N+](=O)[O-],6.0,ug.mL-1,MIC,=,CHEMBL1087635,CHEMBL1110323,Escherichia coli,ChEMBL
CC1=NN(C(=O)c2sc3ccccc3c2Cl)C(=O)/C1=N/Nc1cc(Cl)ccc1Cl,6.0,ug.mL-1,MIC,=,CHEMBL1087123,CHEMBL1110323,Escherichia coli,ChEMBL
CC1=NN(C(=O)c2sc3ccccc3c2Cl)C(=O)/C1=N/Nc1ccc(Cl)cc1C,6.0,ug.mL-1,MIC,=,CHEMBL1088435,CHEMBL1110323,Escherichia coli,ChEMBL
COc1ccc(-c2cc(-c3ccc(Cl)cc3)n(C(=O)c3sc4ccccc4c3Cl)n2)cc1,6.0,ug.mL-1,MIC,=,CHEMBL1088436,CHEMBL1110323,Escherichia coli,ChEMBL
COc1ccc(-c2cc(-c3ccccc3)n(C(=O)c3sc4ccccc4c3Cl)n2)cc1,6.0,ug.mL-1,MIC,=,CHEMBL1088579,CHEMBL1110323,Escherichia coli,ChEMBL
O=C(c1sc2ccccc2c1Cl)n1nc(-c2ccc([N+](=O)[O-])s2)cc1-c1ccccc1,3.0,ug.mL-1,MIC,=,CHEMBL1087391,CHEMBL1110323,Escherichia coli,ChEMBL
O=C(c1sc2ccccc2c1Cl)n1nc(-c2ccc([N+](=O)[O-])s2)cc1-c1ccc(Cl)cc1,6.0,ug.mL-1,MIC,=,CHEMBL1087392,CHEMBL1110323,Escherichia coli,ChEMBL
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,6.0,ug.mL-1,MIC,=,CHEMBL869,CHEMBL1110323,Escherichia coli,ChEMBL
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL297453,CHEMBL1115802,Escherichia coli,ChEMBL
CCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1086401,CHEMBL1115802,Escherichia coli,ChEMBL
CCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1077024,CHEMBL1115802,Escherichia coli,ChEMBL
CCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1088199,CHEMBL1115802,Escherichia coli,ChEMBL
CCCCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,64.0,ug.mL-1,MIC,=,CHEMBL1088329,CHEMBL1115802,Escherichia coli,ChEMBL
CCCCCCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,64.0,ug.mL-1,MIC,=,CHEMBL1087799,CHEMBL1115802,Escherichia coli,ChEMBL
CCCCCCCCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,64.0,ug.mL-1,MIC,=,CHEMBL1087800,CHEMBL1115802,Escherichia coli,ChEMBL
CCCCCCCCCCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1088339,CHEMBL1115802,Escherichia coli,ChEMBL
CCCCCCCCCCCCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1088340,CHEMBL1115802,Escherichia coli,ChEMBL
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](OCc1ccccc1)C2,128.0,ug.mL-1,MIC,>,CHEMBL1088341,CHEMBL1115802,Escherichia coli,ChEMBL
COc1cc(CO[C@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2ccc(O)c(O)c2)cc(OC)c1OC,128.0,ug.mL-1,MIC,>,CHEMBL1087809,CHEMBL1115802,Escherichia coli,ChEMBL
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](OCc1cc(F)cc(F)c1)C2,128.0,ug.mL-1,MIC,>,CHEMBL1087306,CHEMBL1115802,Escherichia coli,ChEMBL
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](OCc1cc(F)c(F)c(F)c1)C2,128.0,ug.mL-1,MIC,>,CHEMBL1087307,CHEMBL1115802,Escherichia coli,ChEMBL
CCCCCCCCCC(=O)O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1087434,CHEMBL1115802,Escherichia coli,ChEMBL
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,8.0,ug.mL-1,MIC,=,CHEMBL1446,CHEMBL1115802,Escherichia coli,ChEMBL
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.125,ug.mL-1,MIC,=,CHEMBL8,CHEMBL1115802,Escherichia coli,ChEMBL
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL297453,CHEMBL1115803,Escherichia coli,ChEMBL
CCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1086401,CHEMBL1115803,Escherichia coli,ChEMBL
CCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1077024,CHEMBL1115803,Escherichia coli,ChEMBL
CCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1088199,CHEMBL1115803,Escherichia coli,ChEMBL
CCCCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1088329,CHEMBL1115803,Escherichia coli,ChEMBL
CCCCCCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1087799,CHEMBL1115803,Escherichia coli,ChEMBL
CCCCCCCCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1087800,CHEMBL1115803,Escherichia coli,ChEMBL
CCCCCCCCCCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1088339,CHEMBL1115803,Escherichia coli,ChEMBL
CCCCCCCCCCCCCCCCO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1088340,CHEMBL1115803,Escherichia coli,ChEMBL
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](OCc1ccccc1)C2,128.0,ug.mL-1,MIC,>,CHEMBL1088341,CHEMBL1115803,Escherichia coli,ChEMBL
COc1cc(CO[C@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2ccc(O)c(O)c2)cc(OC)c1OC,64.0,ug.mL-1,MIC,=,CHEMBL1087809,CHEMBL1115803,Escherichia coli,ChEMBL
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](OCc1cc(F)cc(F)c1)C2,64.0,ug.mL-1,MIC,=,CHEMBL1087306,CHEMBL1115803,Escherichia coli,ChEMBL
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](OCc1cc(F)c(F)c(F)c1)C2,64.0,ug.mL-1,MIC,=,CHEMBL1087307,CHEMBL1115803,Escherichia coli,ChEMBL
CCCCCCCCCC(=O)O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL1087434,CHEMBL1115803,Escherichia coli,ChEMBL
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,8.0,ug.mL-1,MIC,=,CHEMBL1446,CHEMBL1115803,Escherichia coli,ChEMBL
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.06,ug.mL-1,MIC,=,CHEMBL8,CHEMBL1115803,Escherichia coli,ChEMBL
Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,128.0,ug.mL-1,MIC,>,CHEMBL47386,CHEMBL1115802,Escherichia coli,ChEMBL
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,128.0,ug.mL-1,MIC,>,CHEMBL36327,CHEMBL1115802,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CBr)c2cc1S(=O)(=O)Cl,125.0,ug.mL-1,MIC,=,CHEMBL1082888,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Cl,125.0,ug.mL-1,MIC,=,CHEMBL1085923,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccccc1,125.0,ug.mL-1,MIC,=,CHEMBL1085924,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)c1,500.0,ug.mL-1,MIC,>,CHEMBL1085925,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1ccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)cc1,500.0,ug.mL-1,MIC,>,CHEMBL1085926,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1ccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)cc1C,125.0,ug.mL-1,MIC,=,CHEMBL1088205,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1ccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)c(C)c1,500.0,ug.mL-1,MIC,>,CHEMBL1088206,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1c(C)cccc1C,500.0,ug.mL-1,MIC,>,CHEMBL1087559,CHEMBL1107804,Escherichia coli,ChEMBL
COc1ccccc1NS(=O)(=O)c1cc2c(CN=[N+]=[N-])cc(=O)oc2cc1C,250.0,ug.mL-1,MIC,=,CHEMBL1087560,CHEMBL1107804,Escherichia coli,ChEMBL
COc1cccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)c1,500.0,ug.mL-1,MIC,>,CHEMBL1087561,CHEMBL1107804,Escherichia coli,ChEMBL
COc1ccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)cc1,250.0,ug.mL-1,MIC,=,CHEMBL1088486,CHEMBL1107804,Escherichia coli,ChEMBL
CCOc1ccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)cc1,62.5,ug.mL-1,MIC,=,CHEMBL1088487,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccccc1[N+](=O)[O-],500.0,ug.mL-1,MIC,>,CHEMBL1077037,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1cccc([N+](=O)[O-])c1,125.0,ug.mL-1,MIC,=,CHEMBL1085157,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccc([N+](=O)[O-])cc1,250.0,ug.mL-1,MIC,=,CHEMBL1085158,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccccc1Cl,500.0,ug.mL-1,MIC,>,CHEMBL1086391,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1cccc(Cl)c1,500.0,ug.mL-1,MIC,>,CHEMBL1084917,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccc(Cl)cc1,500.0,ug.mL-1,MIC,>,CHEMBL1085166,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccc(Cl)cc1Cl,500.0,ug.mL-1,MIC,>,CHEMBL1077071,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccc(Cl)c(Cl)c1,500.0,ug.mL-1,MIC,>,CHEMBL1085167,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccc(Br)cc1,500.0,ug.mL-1,MIC,>,CHEMBL1082231,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1ccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)cc1Cl,500.0,ug.mL-1,MIC,>,CHEMBL1082232,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1cc([N+](=O)[O-])ccc1Cl,500.0,ug.mL-1,MIC,>,CHEMBL1082537,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1ccc(Cl)cc1[N+](=O)[O-],500.0,ug.mL-1,MIC,>,CHEMBL1084925,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1ccc(NS(=O)(=O)c2cc3c(CN=[N+]=[N-])cc(=O)oc3cc2C)c([N+](=O)[O-])c1,250.0,ug.mL-1,MIC,=,CHEMBL1087792,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc([N+](=O)[O-])ccc1NS(=O)(=O)c1cc2c(CN=[N+]=[N-])cc(=O)oc2cc1C,125.0,ug.mL-1,MIC,=,CHEMBL1087793,CHEMBL1107804,Escherichia coli,ChEMBL
Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1cccc2ccccc12,500.0,ug.mL-1,MIC,>,CHEMBL1087161,CHEMBL1107804,Escherichia coli,ChEMBL
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1.0,ug.mL-1,MIC,=,CHEMBL8,CHEMBL1107804,Escherichia coli,ChEMBL
CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)N(C(=O)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O,128.0,ug.mL-1,MIC,>,CHEMBL1076596,CHEMBL1101648,Escherichia coli,ChEMBL
CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCN)N(C(=O)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCN)NC(=O)[C@H](CCCN)NC1=O,128.0,ug.mL-1,MIC,>,CHEMBL1076597,CHEMBL1101648,Escherichia coli,ChEMBL
CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CN)N(C(=O)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CN)NC(=O)[C@H](CN)NC1=O,128.0,ug.mL-1,MIC,>,CHEMBL1076598,CHEMBL1101648,Escherichia coli,ChEMBL
CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCN)N(C(=O)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O,128.0,ug.mL-1,MIC,>,CHEMBL1076588,CHEMBL1101648,Escherichia coli,ChEMBL
CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CN)N(C(=O)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CN)NC(=O)[C@H](CCCN)NC1=O,128.0,ug.mL-1,MIC,>,CHEMBL1076589,CHEMBL1101648,Escherichia coli,ChEMBL
