smiles,value,units,type,relation,chembl_id,assay_id,organism,source
Cc1c(N2CCSCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1.42,ug.mL-1,IC50,=,CHEMBL48072,CHEMBL678823,Escherichia coli,ChEMBL
Cc1c(N2CCc3ccccc3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,3.14,ug.mL-1,IC50,=,CHEMBL141308,CHEMBL678823,Escherichia coli,ChEMBL
O=C([O-])C1=CS[C@@H]2/C(=C\c3cnc4n3CCOC4)C(=O)N12.[Na+],0.4,nM,IC50,=,CHEMBL263746,CHEMBL876650,Escherichia coli,ChEMBL
Cc1c(N2CCOCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,5.64,ug.mL-1,IC50,=,CHEMBL45586,CHEMBL678823,Escherichia coli,ChEMBL
Cc1c(N2CCC(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,5.86,ug.mL-1,IC50,=,CHEMBL125318,CHEMBL678823,Escherichia coli,ChEMBL
O=C([O-])C1=CS[C@@H]2/C(=C\c3cnc4n3CCNC4)C(=O)N12.[Na+],5.0,nM,IC50,=,CHEMBL331090,CHEMBL876650,Escherichia coli,ChEMBL
O=C([O-])C1=CS[C@@H]2/C(=C\c3cc4n(n3)CCC4)C(=O)N12.[Na+],1.0,nM,IC50,=,CHEMBL124416,CHEMBL876650,Escherichia coli,ChEMBL
Cc1c(N2CCc3ccccc3C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,3.58,ug.mL-1,IC50,=,CHEMBL124970,CHEMBL678823,Escherichia coli,ChEMBL
Cc1c(N2C[C@@H](C)O[C@@H](C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,50.0,ug.mL-1,IC50,>,CHEMBL141053,CHEMBL678823,Escherichia coli,ChEMBL
Cc1c(N2CCCCC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,3.22,ug.mL-1,IC50,=,CHEMBL344447,CHEMBL678823,Escherichia coli,ChEMBL
Cc1c(N2CCN(C)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,3.78,ug.mL-1,IC50,=,CHEMBL416273,CHEMBL678823,Escherichia coli,ChEMBL
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.68,ug.mL-1,IC50,=,CHEMBL8,CHEMBL678823,Escherichia coli,ChEMBL
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,100.0,nM,IC50,=,CHEMBL404,CHEMBL876650,Escherichia coli,ChEMBL
Cc1c(N2CCC(O)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,5.74,ug.mL-1,IC50,=,CHEMBL45892,CHEMBL678823,Escherichia coli,ChEMBL
O=C([O-])C1=CS[C@@H]2/C(=C\c3cn4c5c(sc4n3)CCC5)C(=O)N12.[Na+],1.0,nM,IC50,=,CHEMBL122450,CHEMBL876650,Escherichia coli,ChEMBL
CC(=O)Nc1c(F)c(N2CCNCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,100.0,ug.mL-1,IC50,>,CHEMBL422131,CHEMBL686626,Escherichia coli,ChEMBL
CC(=O)O.CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(Nc2nc3ccccc3[nH]2)NC1=O,1000.0,nM,IC50,=,CHEMBL440141,CHEMBL678821,Escherichia coli,ChEMBL
CCNCC1CCN(c2c(F)c(NC(C)=O)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,100.0,ug.mL-1,IC50,>,CHEMBL356984,CHEMBL686626,Escherichia coli,ChEMBL
Nc1c(F)c(N2CCNCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,2.8,ug.mL-1,IC50,=,CHEMBL274469,CHEMBL686626,Escherichia coli,ChEMBL
Br.Cc1csc(NC2=NCC(N(C)C(=O)C[C@@H](N)CCCCN)C(=O)N2)n1,1000.0,nM,IC50,=,CHEMBL543371,CHEMBL678821,Escherichia coli,ChEMBL
CC(=O)O.CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(Nc2cccnc2)NC1=O,64000.0,nM,IC50,>,CHEMBL89278,CHEMBL678821,Escherichia coli,ChEMBL
Br.CN(C(=O)C[C@@H](N)CCCN=C(N)N)C1CN=C(Nc2ncccn2)NC1=O,50.0,nM,IC50,<,CHEMBL541310,CHEMBL678821,Escherichia coli,ChEMBL
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,1.4,ug.mL-1,IC50,=,CHEMBL6210,CHEMBL686626,Escherichia coli,ChEMBL
CC(=O)O.CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(Nc2ccccn2)NC1=O,100.0,nM,IC50,=,CHEMBL88685,CHEMBL678821,Escherichia coli,ChEMBL
O=C(O)c1cn(C2CC2)c2c(F)c(N3CCNCC3)c(F)cc2c1=O,2.8,ug.mL-1,IC50,=,CHEMBL15549,CHEMBL686626,Escherichia coli,ChEMBL
Cc1cc(O)c(O)c2oc(=O)c3ccc(F)cc3c12,500.0,ug.mL-1,IC50,>,CHEMBL6336,CHEMBL658170,Escherichia coli,ChEMBL
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,5.3,ug.mL-1,IC50,=,CHEMBL8,CHEMBL686626,Escherichia coli,ChEMBL
O=c1oc2ccccc2c2cc(O)c(O)cc12,500.0,ug.mL-1,IC50,>,CHEMBL6365,CHEMBL658170,Escherichia coli,ChEMBL
O=c1oc2c(F)c(F)ccc2c2cc(O)c(O)cc12,40.0,ug.mL-1,IC50,=,CHEMBL268770,CHEMBL658170,Escherichia coli,ChEMBL
CN(C(=O)C[C@@H](N)c1cc(CN)on1)C1CN=C(NC(N)=O)NC1=O.Cl.Cl,64000.0,nM,IC50,>,CHEMBL3216187,CHEMBL678821,Escherichia coli,ChEMBL
CCNCC1CCN(c2c(F)c(NC)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,13.8,ug.mL-1,IC50,=,CHEMBL359193,CHEMBL686626,Escherichia coli,ChEMBL
Br.CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(Nc2cnccn2)NC1=O,100.0,nM,IC50,<,CHEMBL542423,CHEMBL678821,Escherichia coli,ChEMBL
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1000.0,nM,IC50,=,CHEMBL22,CHEMBL666737,Escherichia coli,ChEMBL
Nc1nc(O)c2c(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2n1,2300.0,nM,IC50,=,CHEMBL61708,CHEMBL666737,Escherichia coli,ChEMBL
Nc1nc(O)c2c(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2n1,1200.0,nM,IC50,>,CHEMBL61708,CHEMBL812312,Escherichia coli,ChEMBL
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1.8,ug.mL-1,IC50,=,CHEMBL4,CHEMBL658170,Escherichia coli,ChEMBL
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,7.5,ug.mL-1,IC50,=,CHEMBL4,CHEMBL686626,Escherichia coli,ChEMBL
O=c1oc2c(O)c(O)ccc2c2ccccc12,500.0,ug.mL-1,IC50,>,CHEMBL6364,CHEMBL658170,Escherichia coli,ChEMBL
CN(C(=O)C[C@@H](N)c1csc(CCN)n1)C1CN=C(NC(N)=O)NC1=O.O=S(=O)(O)C(F)(F)F,16000.0,nM,IC50,=,CHEMBL314632,CHEMBL678821,Escherichia coli,ChEMBL
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5800.0,nM,IC50,=,CHEMBL389051,CHEMBL812311,Escherichia coli,ChEMBL
O=c1oc2cc(O)c(O)cc2c2cc(O)c(O)cc12,80.0,ug.mL-1,IC50,=,CHEMBL266458,CHEMBL658170,Escherichia coli,ChEMBL
CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(Nc2ncccn2)NC1=O.Cl.Cl,1000.0,nM,IC50,=,CHEMBL3215983,CHEMBL678821,Escherichia coli,ChEMBL
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,2300.0,nM,IC50,=,CHEMBL225072,CHEMBL666737,Escherichia coli,ChEMBL
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,1100.0,nM,IC50,=,CHEMBL225072,CHEMBL812312,Escherichia coli,ChEMBL
CN(C(=O)C[C@@H](N)CCCN=C(N)N)C1CN=C(NC(N)=O)NC1=O.Cl.Cl,300.0,nM,IC50,=,CHEMBL553866,CHEMBL678821,Escherichia coli,ChEMBL
CC(=O)O.CN(C(=O)C[C@@H](N)CCCN=C(N)N)C1CN=C(Nc2ccc3ccccc3n2)NC1=O,100.0,nM,IC50,=,CHEMBL89948,CHEMBL678821,Escherichia coli,ChEMBL
O=c1oc2c(Cl)c(Cl)ccc2c2cc(O)c(O)cc12,280.0,ug.mL-1,IC50,=,CHEMBL6335,CHEMBL658170,Escherichia coli,ChEMBL
Cc1cc(O)c(O)c2oc(=O)c3cc(O)c(O)cc3c12,140.0,ug.mL-1,IC50,=,CHEMBL6247,CHEMBL658170,Escherichia coli,ChEMBL
ONC1c2cc(O)c(O)cc2-c2cc(O)c(O)cc21,2.0,ug.mL-1,IC50,=,CHEMBL6353,CHEMBL658170,Escherichia coli,ChEMBL
CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(NC(N)=O)NC1=O.Cl.Cl,500.0,nM,IC50,=,CHEMBL543360,CHEMBL678821,Escherichia coli,ChEMBL
CN(C(=O)C[C@@H](N)c1csc(CN)n1)C1CN=C(NC(N)=O)NC1=O.O=S(=O)(O)C(F)(F)F,32000.0,nM,IC50,=,CHEMBL327642,CHEMBL678821,Escherichia coli,ChEMBL
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=N[C@@H]3c4csc(n4)[C@H]4NC(=O)c5csc(n5)[C@H]([C@](C)(O)[C@@H](C)O)NC(=O)[C@H]5CSC(=N5)/C(=C/C)NC(=O)[C@H]([C@@H](C)O)NC(=O)c5csc(n5)[C@]3(CC2)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)CC)N[C@@H]2C=Cc3c([C@H](C)O)cc(nc3[C@H]2O)C(=O)O[C@@H]4C)n1)C(N)=O,100.0,nM,IC50,=,CHEMBL1236460,CHEMBL678826,Escherichia coli,ChEMBL
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,1800.0,nM,IC50,=,CHEMBL119,CHEMBL666737,Escherichia coli,ChEMBL
CNc1c(F)c(N2CCNCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,13.8,ug.mL-1,IC50,=,CHEMBL149425,CHEMBL686626,Escherichia coli,ChEMBL
CC1COc2c(N3CCN(C)CC3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,26.0,ug.mL-1,IC50,=,CHEMBL146339,CHEMBL686626,Escherichia coli,ChEMBL
NCC1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,2.9,ug.mL-1,IC50,=,CHEMBL15391,CHEMBL686626,Escherichia coli,ChEMBL
O=c1oc2ccccc2c2ccccc12,500.0,ug.mL-1,IC50,>,CHEMBL6355,CHEMBL658170,Escherichia coli,ChEMBL
CC(=O)O.CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(Nc2ccc3ccccc3n2)NC1=O,50.0,nM,IC50,=,CHEMBL91581,CHEMBL678821,Escherichia coli,ChEMBL
CCNCC1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,2.7,ug.mL-1,IC50,=,CHEMBL15247,CHEMBL686626,Escherichia coli,ChEMBL
CNCC1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,3.0,ug.mL-1,IC50,=,CHEMBL275174,CHEMBL686626,Escherichia coli,ChEMBL
O=c1oc2cc(O)c(O)cc2c2cc(F)ccc12,370.0,ug.mL-1,IC50,=,CHEMBL6349,CHEMBL658170,Escherichia coli,ChEMBL
O=c1oc2c(O)c(O)ccc2c2ccc(O)cc12,80.0,ug.mL-1,IC50,=,CHEMBL204146,CHEMBL658170,Escherichia coli,ChEMBL
CN1CCN(c2c(F)c(N(C)C)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,200.0,ug.mL-1,IC50,>,CHEMBL42299,CHEMBL686626,Escherichia coli,ChEMBL
O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,130.0,ug.mL-1,IC50,=,CHEMBL6338,CHEMBL658170,Escherichia coli,ChEMBL
CN1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,2.8,ug.mL-1,IC50,=,CHEMBL47028,CHEMBL686626,Escherichia coli,ChEMBL
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,4400.0,nM,IC50,=,CHEMBL34259,CHEMBL666737,Escherichia coli,ChEMBL
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,1800.0,nM,IC50,=,CHEMBL34259,CHEMBL812312,Escherichia coli,ChEMBL
O=C1c2cc(O)c(O)cc2-c2cc(O)c(O)cc21,13.0,ug.mL-1,IC50,=,CHEMBL6345,CHEMBL658170,Escherichia coli,ChEMBL
Br.CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(Nc2nc3ccccc3s2)NC1=O,3200.0,nM,IC50,=,CHEMBL542424,CHEMBL678821,Escherichia coli,ChEMBL
Nc1c(F)c(N2CCC(N)C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,2.6,ug.mL-1,IC50,=,CHEMBL15186,CHEMBL686626,Escherichia coli,ChEMBL
O=c1oc2c(O)c(O)ccc2c2cc(F)ccc12,110.0,ug.mL-1,IC50,=,CHEMBL263076,CHEMBL658170,Escherichia coli,ChEMBL
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,47.0,ug.mL-1,IC50,=,CHEMBL6246,CHEMBL658170,Escherichia coli,ChEMBL
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,52.0,ug.mL-1,IC50,=,CHEMBL5,CHEMBL658170,Escherichia coli,ChEMBL
CC(C)(C)c1ccc(COc2cccc3[nH]nc(CN4CCNCC4)c23)cc1,64.0,ug.mL-1,IC50,=,CHEMBL98619,CHEMBL657334,Escherichia coli,ChEMBL
COC(=O)C1CCCC(NCc2cc(/C=C/c3ccc(Cl)c(Cl)c3)[nH]n2)C1,16.0,ug.mL-1,IC50,=,CHEMBL97171,CHEMBL657334,Escherichia coli,ChEMBL
COC(=O)C1CCCC(NCc2cc(/C=C\c3cn(C)c4ccc(Cl)cc34)[nH]n2)C1,1.0,ug.mL-1,IC50,=,CHEMBL318448,CHEMBL657334,Escherichia coli,ChEMBL
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,1.0,ug.mL-1,IC50,=,CHEMBL6273,CHEMBL878136,Escherichia coli,ChEMBL
COC(=O)C1CCCC(Nc2[nH]nc3cccc(OCc4cnc(Cl)c(Cl)c4)c23)C1,64.0,ug.mL-1,IC50,=,CHEMBL95898,CHEMBL657334,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)S(=O)(=O)Cc1ccccc1,190.0,nM,IC50,=,CHEMBL78328,CHEMBL761923,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)S(=O)(=O)c1cccc(OC)c1,86.0,nM,IC50,=,CHEMBL306613,CHEMBL761923,Escherichia coli,ChEMBL
COC(=O)[C@@H]1C[C@H](NCc2n[nH]c3cccc(OCc4ccc(C(C)(C)C)cc4)c23)CN1,8.0,ug.mL-1,IC50,=,CHEMBL421006,CHEMBL657334,Escherichia coli,ChEMBL
COC(=O)C1CCN(Cc2n[nH]c3cccc(OCc4ccc(C(C)(C)C)cc4)c23)CC1,16.0,ug.mL-1,IC50,=,CHEMBL316496,CHEMBL657334,Escherichia coli,ChEMBL
COC(=O)C1CCCC(Nc2[nH]nc3cccc(OCc4ccccc4)c23)C1,8.0,ug.mL-1,IC50,=,CHEMBL329485,CHEMBL657334,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)S(=O)(=O)c1ccc(Br)cc1,120.0,nM,IC50,=,CHEMBL76782,CHEMBL761923,Escherichia coli,ChEMBL
CCOC(=O)CCCNc1[nH]nc2cccc(OCc3ccc(C(C)(C)C)cc3)c12,16.0,ug.mL-1,IC50,=,CHEMBL100214,CHEMBL657334,Escherichia coli,ChEMBL
Clc1cccc(-n2nc(C3CCNCC3)cc2/C=C/c2c[nH]c3ccc(Cl)cc23)c1,14.0,ug.mL-1,IC50,=,CHEMBL95777,CHEMBL657334,Escherichia coli,ChEMBL
CC(C)(C)c1ccc(COc2cccc3[nH]nc(NCCCC(=O)O)c23)cc1,32.0,ug.mL-1,IC50,=,CHEMBL95863,CHEMBL657334,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)S(=O)(=O)c1ccc(OC)cc1,31.0,nM,IC50,=,CHEMBL43447,CHEMBL761923,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)[S+]([O-])c1ccccc1,100.0,nM,IC50,=,CHEMBL75433,CHEMBL761923,Escherichia coli,ChEMBL
CC(C)(C)c1ccc(COc2cccc3[nH]nc(CN[C@H]4CN[C@H](CO)C4)c23)cc1,32.0,ug.mL-1,IC50,=,CHEMBL327525,CHEMBL657334,Escherichia coli,ChEMBL
CC(CC(=O)NO)S(=O)(=O)c1ccccc1,22000.0,nM,IC50,=,CHEMBL306070,CHEMBL761923,Escherichia coli,ChEMBL
CCCC(CC(=O)NO)S(=O)(=O)c1ccccc1,160.0,nM,IC50,=,CHEMBL76930,CHEMBL761923,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)[S+]([O-])c1ccc(OC)cc1,99.0,nM,IC50,=,CHEMBL77579,CHEMBL761923,Escherichia coli,ChEMBL
CCC(CC(=O)NO)S(=O)(=O)c1ccccc1,3000.0,nM,IC50,=,CHEMBL77625,CHEMBL761923,Escherichia coli,ChEMBL
CCCCCCS(=O)(=O)C(CCCC)CC(=O)NO,530.0,nM,IC50,=,CHEMBL76707,CHEMBL761923,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)[S+]([O-])c1ccc(Br)cc1,210.0,nM,IC50,=,CHEMBL306481,CHEMBL761923,Escherichia coli,ChEMBL
CCCC[C@H](CC(=O)NO)S(=O)(=O)c1ccccc1,16.0,nM,IC50,=,CHEMBL1788203,CHEMBL761923,Escherichia coli,ChEMBL
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(COC(=O)c3cn(CCF)c4c(F)c(N5CCN(C)CC5)c(F)cc4c3=O)C[C@H]12.[Na+],10.0,ug.mL-1,IC50,=,CHEMBL298751,CHEMBL878136,Escherichia coli,ChEMBL
COC(=O)C1CCCC(Nc2[nH]nc3cccc(OCc4ccc(Cl)cc4)c23)C1,16.0,ug.mL-1,IC50,=,CHEMBL97957,CHEMBL657334,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)S(=O)(=O)c1ccccc1,35.0,nM,IC50,=,CHEMBL263501,CHEMBL761923,Escherichia coli,ChEMBL
O=C(CC(c1ccco1)S(=O)(=O)c1ccccc1)NO,94.0,nM,IC50,=,CHEMBL78332,CHEMBL761923,Escherichia coli,ChEMBL
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(COC(=O)c3cn(CCF)c4c(F)c(N5CCN(C)CC5)c(F)cc4c3=O)S[C@H]12.[Na+],4.7,ug.mL-1,IC50,=,CHEMBL55025,CHEMBL878136,Escherichia coli,ChEMBL
COC(=O)C1CCCC(Nc2[nH]nc3cccc(OCc4ccc(C(C)(C)C)cc4)c23)C1,4.0,ug.mL-1,IC50,=,CHEMBL96995,CHEMBL657334,Escherichia coli,ChEMBL
CCCCCC(CC(=O)NO)S(=O)(=O)c1ccccc1,140.0,nM,IC50,=,CHEMBL74893,CHEMBL761923,Escherichia coli,ChEMBL
CCCC[C@@H](CC(=O)NO)S(=O)(=O)c1ccccc1,1900.0,nM,IC50,=,CHEMBL2092878,CHEMBL761923,Escherichia coli,ChEMBL
COC(=O)C1CCCN(Cc2n[nH]c3cccc(OCc4ccc(C(C)(C)C)cc4)c23)C1,16.0,ug.mL-1,IC50,=,CHEMBL97902,CHEMBL657334,Escherichia coli,ChEMBL
O=C([O-])C1=C(COC(=O)N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)SC2CC(=O)N12.[Na+],2.0,ug.mL-1,IC50,=,CHEMBL301534,CHEMBL878136,Escherichia coli,ChEMBL
CCOC(=O)C1CCCN(Cc2n[nH]c3cccc(OCc4ccc(C(C)(C)C)cc4)c23)C1,8.0,ug.mL-1,IC50,=,CHEMBL99301,CHEMBL657334,Escherichia coli,ChEMBL
COC(=O)C1CCCC(NCc2cc(/C=C\c3ccc(Cl)c(Cl)c3)[nH]n2)C1,16.0,ug.mL-1,IC50,=,CHEMBL97537,CHEMBL657334,Escherichia coli,ChEMBL
COC(=O)[C@@H]1C[C@@H](NCc2n[nH]c3cccc(OCc4ccc(C(C)(C)C)cc4)c23)CN1,8.0,ug.mL-1,IC50,=,CHEMBL316690,CHEMBL657334,Escherichia coli,ChEMBL
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(COC(=O)N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)S[C@H]12.[Na+],3.0,ug.mL-1,IC50,=,CHEMBL300530,CHEMBL878136,Escherichia coli,ChEMBL
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,0.25,ug.mL-1,IC50,=,CHEMBL36506,CHEMBL657334,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)S(=O)(=O)C1CCCCC1,230.0,nM,IC50,=,CHEMBL77258,CHEMBL761923,Escherichia coli,ChEMBL
CNCc1n[nH]c2cccc(OCc3ccc(C(C)(C)C)cc3)c12,64.0,ug.mL-1,IC50,=,CHEMBL329748,CHEMBL657334,Escherichia coli,ChEMBL
COC(=O)C1CCCC(Nc2[nH]nc3cccc(OCc4ccc(Cl)c(Cl)c4)c23)C1,1.0,ug.mL-1,IC50,=,CHEMBL97490,CHEMBL657334,Escherichia coli,ChEMBL
Cc1cc(=O)oc2cc(CCc3n[nH]c4cccc(OCc5ccc(C(C)(C)C)cc5)c34)ccc12,0.25,ug.mL-1,IC50,=,CHEMBL442194,CHEMBL657334,Escherichia coli,ChEMBL
CC(C)(C)c1ccc(COc2cccc3[nH]nc(CN[C@@H]4CN[C@H](CO)C4)c23)cc1,64.0,ug.mL-1,IC50,=,CHEMBL96971,CHEMBL657334,Escherichia coli,ChEMBL
CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,6.0,nM,IC50,=,CHEMBL308333,CHEMBL761923,Escherichia coli,ChEMBL
COC(=O)C1CCCC(NCc2cc(/C=C\c3cn(C)c4ccc(Cl)cc34)[nH]n2)C1,0.5,ug.mL-1,IC50,=,CHEMBL318448,CHEMBL657334,Escherichia coli,ChEMBL
CCCC[C@@H](C(O)C(=O)NO)[S+]([O-])c1ccccc1,7400.0,nM,IC50,=,CHEMBL74616,CHEMBL761923,Escherichia coli,ChEMBL
COC(=O)C1CN(Cc2n[nH]c3cccc(OCc4ccc(C(C)(C)C)cc4)c23)CCC1=O,4.0,ug.mL-1,IC50,=,CHEMBL95667,CHEMBL657334,Escherichia coli,ChEMBL
COC(=O)C1CCCC(Nc2[nH]nc3cccc(OCc4ccc(F)c(F)c4)c23)C1,16.0,ug.mL-1,IC50,=,CHEMBL95662,CHEMBL657334,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)[S+]([O-])c1cccc(OC)c1,94.0,nM,IC50,=,CHEMBL77578,CHEMBL761923,Escherichia coli,ChEMBL
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.3,ug.mL-1,IC50,=,CHEMBL8,CHEMBL884459,Escherichia coli,ChEMBL
COC(=O)C1CCCC(NCc2cc(/C=C/c3cn(C)c4ccc(Cl)cc34)[nH]n2)C1,1.0,ug.mL-1,IC50,=,CHEMBL316656,CHEMBL657334,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)[S+]([O-])c1ccc2ccccc2c1,64.0,nM,IC50,=,CHEMBL77577,CHEMBL761923,Escherichia coli,ChEMBL
c1ccc(COc2ccc(-c3cc(C4CCNCC4)[nH]n3)cc2)cc1,128.0,ug.mL-1,IC50,=,CHEMBL330372,CHEMBL657334,Escherichia coli,ChEMBL
COC(=O)C1CCCC(NCc2n[nH]c3cccc(OCc4ccc(C(C)(C)C)cc4)c23)C1,4.0,ug.mL-1,IC50,=,CHEMBL95741,CHEMBL657334,Escherichia coli,ChEMBL
O=C(CC(c1ccccc1)S(=O)(=O)c1ccccc1)NO,160.0,nM,IC50,=,CHEMBL78130,CHEMBL761923,Escherichia coli,ChEMBL
CCCC[C@H](C(O)C(=O)NO)[S+]([O-])c1ccccc1,280.0,nM,IC50,=,CHEMBL73849,CHEMBL761923,Escherichia coli,ChEMBL
COC(=O)C1CCCC(NCc2n[nH]c3cccc(OCc4ccc(Cl)c(Cl)c4)c23)C1,1.0,ug.mL-1,IC50,=,CHEMBL97620,CHEMBL657334,Escherichia coli,ChEMBL
Cn1cc(/C=C/c2cc(C3CCNCC3)nn2-c2cccc(Cl)c2)c2cc(Cl)ccc21,14.0,ug.mL-1,IC50,=,CHEMBL95778,CHEMBL657334,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)S(=O)(=O)c1ccc2ccccc2c1,23.0,nM,IC50,=,CHEMBL78001,CHEMBL761923,Escherichia coli,ChEMBL
O=C(CC(c1ccc2c(c1)OCO2)S(=O)(=O)c1ccccc1)NO,1100.0,nM,IC50,=,CHEMBL78297,CHEMBL761923,Escherichia coli,ChEMBL
COC(=O)C1CCCC(NCc2cc(/C=C/c3cn(C)c4ccc(Cl)cc34)[nH]n2)C1,1.0,ug.mL-1,IC50,=,CHEMBL316656,CHEMBL657334,Escherichia coli,ChEMBL
CCCCC(CC(=O)NO)S(=O)(=O)c1ccc(NC(C)=O)cc1,11.0,nM,IC50,=,CHEMBL78128,CHEMBL761923,Escherichia coli,ChEMBL
CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(=O)c1ccc(OC)cc1)C(C)(C)C,1.0,nM,IC50,=,CHEMBL156033,CHEMBL762799,Escherichia coli,ChEMBL
CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(=O)c1ccc(NS(C)(=O)=O)cc1)C(C)(C)C,4.0,nM,IC50,=,CHEMBL155998,CHEMBL762799,Escherichia coli,ChEMBL
Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccncc1,29000.0,nM,IC50,>,CHEMBL57310,CHEMBL811077,Escherichia coli,ChEMBL
