smiles,pmic,n_meas
CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1OC,4.020406864600042,1
CCCc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,4.70239893979814,1
CCCc1cc(Cc2cnc(N)nc2N)cc2c1OC(C)(C)C2,3.494734657744692,1
CCCc1cc(Cc2cnc(N)nc2N)cc2c1OC(C)C2,3.997663009732473,1
CCCc1cc(Cc2cnc(N)nc2N)cc2c1OC(C)C2C,4.017613403025029,1
CCCc1ccc(C)c(Oc2ccc(Cl)cc2NC(=O)c2cc(Cl)cc(Br)c2O)c1,4.803821435562616,1
CCCc1ccc(CNCC2CCCC(CNCc3ccc(CCC)cc3)C2)cc1,7.405109337744364,1
CCCc1ccc(Oc2ccc(OC)cc2)c(O)c1,4.810092996971746,1
CCCc1ccc(Oc2cccc(F)n2)c(O)c1,4.791109681148026,1
CCCc1ccc(Oc2cccc(OC)c2)c(O)c1,4.208033005643784,1
CCCc1cccc(C2=N[C@@H](C(=O)NO)CO2)c1,5.457414603428438,2
CCCc1ccccc1NC(=S)NC(=O)c1cnn(C)c1,2.4805860952848007,1
CCCc1ccsc1-c1ccc(O)c(O)c1,4.429402562533147,2
CCCc1csc(SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)n1,4.4695039076121,1
CCCc1nc(N(C)C)c2c(c1O)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2,4.495329218320214,1
CCCc1nn(CN2CCN(C)CC2)c(=S)n1/N=C/c1c[nH]nc1-c1ccc(C)cc1,4.863922327847127,1
CCCc1nn(CN2CCN(C)CC2)c(=S)n1/N=C/c1c[nH]nc1-c1ccc(Cl)cc1,5.184713192305243,1
CCCc1nn(CN2CCN(C)CC2)c(=S)n1/N=C/c1c[nH]nc1-c1ccc(OC)cc1,4.560723239696965,1
CCCc1nn(CN2CCN(C)CC2)c(=S)n1/N=C/c1c[nH]nc1-c1ccccc1,4.531047473934181,1
CCCc1nn2c(=O)c3c4c(sc3nc2s1)CCCC4,4.484908848332987,1
CCCc1nnc2n1N=C1c3cccc(C)c3CC1S2,3.6477312930255508,1
CCCc1nnc2n1N=C1c3ccccc3CC1S2,3.6257640701408707,1
CCCc1nnc2sc3cc4c(C)cccc4c-3nn12,3.3436116602376407,1
CCCc1nnc2sc3cc4ccccc4c-3nn12,3.622513533622623,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3cc(Br)ccc3O)ccc21,5.243238446051338,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3cc(C)c(O)c(C)c3)ccc21,4.899084751359088,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3ccc(Br)cc3)ccc21,5.230328540274844,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3ccc(C)cc3)ccc21,4.570901435063501,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3ccc(Cl)cc3)ccc21,3.987489294085287,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3ccc(Cl)cc3Cl)ccc21,4.017239580199347,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3ccc(F)cc3)ccc21,4.875614028917436,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3ccc(N(C)C)cc3)ccc21,4.2961612919193035,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3ccc(OC)cc3)ccc21,4.585580736128803,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3ccc([N+](=O)[O-])cc3)ccc21,4.598881513098538,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3cccc(Br)c3)ccc21,4.62757312128523,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3cccc(Cl)c3)ccc21,4.890579281077231,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3cccc(Cl)c3Cl)ccc21,4.61929957152731,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3cccc([N+](=O)[O-])c3)ccc21,4.297851517434557,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3ccccc3)ccc21,4.557610169220959,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3ccccc3Cl)ccc21,4.589549285413249,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3ccccc3F)ccc21,4.875614028917436,1
CCCn1c(-c2ccc(Cl)cc2Cl)nc2cc(C(=O)N/N=C/c3ccccc3[N+](=O)[O-])ccc21,4.598881513098538,1
CCCn1c(CNNC(=O)c2sc(C(=O)NNCc3nc4ccccc4n3CCC)c(C)c2C)nc2ccccc21,3.3497167915889987,2
CCCn1c(Cc2csc3nc(-c4ccc(Br)cc4)cn23)n[nH]c1=S,3.831697845346059,1
CCCn1c(Cn2c(=O)oc3ccc(C)cc32)n[nH]c1=S,3.07516901324686,1
CCCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,6.221887400105325,1
CCCn1ccc(=O)c(O)c1C,3.116047082598307,1
CCCn1ccnc1,3.000631242090642,1
CCCn1cnc2sc(C(N)=O)c(C)c2c1=O,3.303301485273132,1
CCN(C(=O)Nc1cc(-c2ccc(Cl)c(Cl)c2)sc1C(=O)O)c1ccccc1,4.434700609409878,1
CCN(C)C(=S)SC1=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@H]2[C@H]1C,4.741256258303851,1
CCN(C)Cc1ccc2cc3c(c(O)c2c1)C(=O)C1=C(O)[C@]2(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]2C[C@@H]1C3,4.9762631466051594,2
CCN(CC(N)=O)CC1=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@H]2S1,5.668209585993963,6
CCN(CC)C(=O)N[C@@]1([C@H](C)O)[C@@H](N)[C@H](Nc2cccc(C(F)(F)F)c2)[C@](O)(CO)[C@]1(C)O,4.475772850718036,1
CCN(CC)C(=O)N[C@@]1([C@H](C)O)[C@@H](N)[C@H](Nc2cccc(F)c2)[C@](O)(CO)[C@]1(C)O,4.728865906851266,1
CCN(CC)C(=O)N[C@@]1([C@H](C)O)[C@@H](N)[C@H](Nc2cccc(OC)c2)[C@](O)(CO)[C@]1(C)O,3.8378063592980047,1
CCN(CC)C(=O)N[C@@]1([C@H](C)O)[C@@H](N)[C@H](Nc2ccccc2)[C@](O)(CO)[C@]1(C)O,4.1081790523151165,1
CCN(CC)C(=O)Nc1ccc(Br)cc1,4.035282413319435,1
CCN(CC)C(=O)Nc1ccc(F)cc1,3.9248001269980675,1
CCN(CC)C(=O)Nc1ccc(F)cc1F,3.960455555555138,1
CCN(CC)C(=O)Nc1ccccc1F,3.9248001269980675,1
CCN(CC)C(=O)Sc1nnc(CCCCc2nnc(SC(=O)N(CC)CC)n2-c2ccc(C)cc2)n1-c1ccc(C)cc1,4.705778896891035,1
CCN(CC)C(=O)Sc1nnc(CCCCc2nnc(SC(=O)N(CC)CC)n2-c2cccc(C)c2)n1-c1cccc(C)c1,4.705778896891035,1
CCN(CC)C(=O)Sc1nnc(CCCCc2nnc(SC(=O)N(CC)CC)n2-c2ccccc2)n1-c1ccccc1,4.686151304501172,1
CCN(CC)C(=O)Sc1nnc(CCCCc2nnc(SC(=O)N(CC)CC)n2C2CCCCC2)n1C1CCCCC1,3.79163311346838,1
CCN(CC)C(=O)c1oc2cc3occ(C)c3cc2c1C,2.8533072316279373,1
CCN(CC)C(=S)SC1=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@H]2[C@H]1C,4.1565309796343834,1
CCN(CC)CC(=O)Nc1cccc2c1CCC(=O)N2,4.536798248304418,1
CCN(CC)CC1(CN(CC)CC)Oc2cc(OC)cc(OC)c2C1=O,4.163740842940763,1
CCN(CC)CC1CN(CC(=O)Nc2cc(C)nc3ccc(OC)cc23)C(=O)O1,6.000519756499949,1
CCN(CC)CC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCO1,6.047894631629859,1
CCN(CC)CC1SC(c2ccccc2O)N(NC(=O)c2ccc(-n3c(-c4ccccc4)nc4c(Br)cc(Br)cc4c3=O)cc2)C1=O,4.1917521773628685,1
CCN(CC)CCNc1nc(SC)nc2c1sc1nc(C)c3c(c12)CC(C)(C)OC3,4.143851728623073,1
CCN(CC)CCNc1nc(SC)nc2c1sc1nc(N3CCOCC3)c3c(c12)CC(C)(C)OC3,3.9070895855306635,1
CCN(CC)CCNc1ncnc2c1ncn2C1CCCC1,3.781649121022038,1
CCN(CC)CCNc1ncnc2c1ncn2Cc1ccc(F)cc1,3.8355916552078417,1
CCN(CC)CCOc1cc(O)c2c(=O)cc(-c3ccc4c(c3)OCCO4)oc2c1,4.216381280055213,1
CCN(CC)CCn1c(=N)n(CCCOc2ccc(Cl)cc2Cl)c2ccccc21,4.597494742084791,1
CCN(CC)CN1C(=O)/C(=N\c2ncc(Cc3cc(OC)c(OC)c(OC)c3)c(N)n2)c2cc(Cl)ccc21,2.6347077578915794,1
CCN(CC)Cc1c[nH]c(C)c(O)c1=O,2.613521811380735,1
CCN(CC)Cc1cc(Nc2c3ccc(Cl)cc3nc3ccc(OC)cc23)ccc1O,3.3817166955036484,2
CCN(CC)Cc1cc2[nH]c3c4ccc(Cl)cc4ncc3c2cc1OC,3.6090112059969277,2
CCN(CC)Cc1cn(-c2cc(C)nc3ccc(OC)cc23)nn1,4.716558885100898,1
CCN(CC)S(=O)(=O)c1cc(OC)c(OC)cc1Cc1n[nH]c(=S)n1-c1ccc(Cl)cc1,3.6963930881248084,1
CCN(CC)S(=O)(=O)c1cc(OC)c(OC)cc1Cc1n[nH]c(=S)n1-c1ccccc1,3.6652028119891393,1
CCN(CC)[c+]1sc2c(s1)C(c1ccc(Cl)cc1)Oc1c(Br)cc(Br)cc1-2,4.845143318037062,1
CCN(CC)[c+]1sc2c(s1)C(c1ccc(Cl)cc1)Oc1c(I)cc(I)cc1-2,4.763527327656967,2
CCN(CC)[c+]1sc2c(s1)C(c1ccc(Cl)cc1)Oc1ccc(Br)cc1-2,5.079052237715344,2
CCN(CC)[c+]1sc2c(s1)C(c1ccc(Cl)cc1)Oc1ccccc1-2,3.7940305068846505,1
CCN(CC)[c+]1sc2c(s1)C(c1ccc(OC)cc1)Oc1ccc(Br)cc1-2,3.569085376699865,2
CCN(CC)c1cc(C)c2cc(NC(=O)c3ccc([N+](=O)[O-])o3)ccc2n1,3.158071404067859,1
CCN(CC)c1cc(N)c(O)c2c1CC1CC3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,5.398419205312158,5
CCN(CC)c1cc(NC(=O)CN(C)C)c(O)c2c1CC1CC3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,5.767644080059596,6
CCN(CC)c1cc(NC(C)=O)c(O)c2c1CC1CC3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,4.229321006668286,3
CCN(CC)c1cc(NC=O)c(O)c2c1CC1CC3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,4.518975954453177,5
CCN(CC)c1ccc(/C=C/C(=O)c2cc(C(=O)/C=C/c3ccc(N(CC)CC)cc3)c(O)cc2O)cc1,4.010850957373923,1
CCN(CC)c1ccc(C2(O)C(=O)c3ccccc3C2=O)cc1,0.6842912042654431,1
CCN(CC)c1ccc2cc(-c3cn4nc(S(N)(=O)=O)sc4n3)c(=O)oc2c1,4.12786952010364,1
CCN(CC)c1ccc2cc(-c3nc4sc(S(=O)(=O)/N=C/N(C)C)nn4c3/C=N/NC(=N)N)c(=O)oc2c1,5.747139803102036,1
CCN(CC)c1ccc2cc(-c3nc4sc(S(=O)(=O)/N=C/N(C)C)nn4c3/C=N/O)c(=O)oc2c1,4.509868411585225,1
CCN(CC)c1ccc2cc(-c3nc4sc(S(=O)(=O)/N=C/N(C)C)nn4c3C#N)c(=O)oc2c1,4.494483322368481,1
CCN(CC)c1ccc2cc(-c3nc4sc(S(=O)(=O)/N=C/N(C)C)nn4c3C3SCC(=O)N3c3ccccc3)c(=O)oc2c1,5.814111690920076,1
CCN(CC)c1ccc2cc(-c3nc4sc(S(=O)(=O)/N=C/N(C)C)nn4c3C=O)c(=O)oc2c1,5.0991434824078645,1
CCN(CC)c1ccc2cc(-c3nc4sc(S(=O)(=O)/N=C/N(C)C)nn4c3CO)c(=O)oc2c1,4.799852095134155,1
CCN(CC)c1ccc2cc(-c3nc4sc(S(N)(=O)=O)nn4c3Br)c(=O)oc2c1,4.493444108733453,1
CCN(CC)c1ccc2cc(-c3nc4sc(S(N)(=O)=O)nn4c3CN3CCCC3)c(=O)oc2c1,4.798151506953227,1
CCN(CC)c1ccc2cc(-c3nc4sc(S(N)(=O)=O)nn4c3CN3CCCCC3)c(=O)oc2c1,4.21834557144726,1
CCN(CC)c1ccc2cc(-c3nc4sc(S(N)(=O)=O)nn4c3CN3CCOCC3)c(=O)oc2c1,4.220000076560162,1
CCN(CC)c1ccc2cc(-c3nc4sc(S(N)(=O)=O)nn4c3N=O)c(=O)oc2c1,4.156898868915971,1
CCN(CC)c1ccc2cc(-c3nc4sc(S(N)(=O)=O)nn4c3SC#N)c(=O)oc2c1,4.183272121942964,1
CCN(CC)c1cccc(OCc2cc(=O)oc3c2ccc2ccccc23)c1,4.174294780947233,1
CCN(CC)c1cccc(OCc2cc(=O)oc3cc(C)ccc23)c1,3.8291995296456856,1
CCN(CC)c1cccc(OCc2cc(=O)oc3ccc(Br)cc23)c1,4.507627065023035,1
CCN(CC)c1cccc(OCc2cc(=O)oc3ccc(C)cc23)c1,3.8291995296456856,1
CCN(CC)c1cccc(OCc2cc(=O)oc3ccc(Cl)cc23)c1,4.456775231174801,1
CCN(CC)c1cccc(OCc2cc(=O)oc3ccc(OC)cc23)c1,4.45137865186161,1
CCN(CC)c1cccc(OCc2cc(=O)oc3ccc4ccccc4c23)c1,4.475324776611214,1
CCN(CC)c1nc(Nc2ccc(C#N)cc2)nc(Oc2cc(=O)n(C)c3ccccc23)n1,3.9459557851524147,1
CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)C(C)(O/C=C/C(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)/C=C/C=C(/C)C(=O)N1)O4,4.403323780926217,1
CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N1)O4,4.403323780926217,1
CCN(CC)c1ncnc2sc(C#N)c(-c3ccc(Cl)cc3)c12,3.2340804916843737,1
CCN(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3csc(N)n3)[C@H]2SC1)C(=O)c1cc(O)c(O)c(Br)c1,7.685784718197394,2
CCN(CCO)C(=S)SC1=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@H]2[C@H]1C,4.777553249657627,1
CCN(Cc1c2ccccc2c(Cl)c2ccccc12)C(=O)[C@@H](N)CCCCN,4.201888500365973,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2cc(Cl)ccc2Cl)sc1C(=O)O,4.698350934954297,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc(C#N)cc2)sc1C(=O)O,4.210028358086516,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)O,4.32951022829367,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc(C)cc2)sc1C(=O)O,4.27382330929635,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc(Cl)c(C(F)(F)F)c2)sc1C(=O)O,4.604685852052849,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc(Cl)c(CCCCNC(=O)OC)c2)sc1C(=O)O,4.337717165603724,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc(Cl)c(Cl)c2)sc1C(=O)O,4.652593444393622,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc(Cl)cc2)sc1C(=O)O,4.576565403852883,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc(Cl)cc2Cl)sc1C(=O)O,4.749503457401678,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc(OC(F)(F)F)cc2)sc1C(=O)O,4.344733698343716,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc(OC)cc2)sc1C(=O)O,4.437216612544397,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc([N+](=O)[O-])cc2)sc1C(=O)O,4.267137024284653,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2cccc(C(F)(F)F)c2)sc1C(=O)O,4.07194592641078,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2cccc(Cl)c2)sc1C(=O)O,4.663715579571783,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2cccc([N+](=O)[O-])c2)sc1C(=O)O,4.28644217948004,1
CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccccc2)sc1C(=O)O,4.349870355556436,1
CCN1C(=O)/C(=C/c2ccc([N+](=O)[O-])o2)SC1=S,4.249684372824931,1
CCN1C(=O)C(Cc2ccc(Cl)cc2)(Cc2ccc(Cl)cc2)C(O)c2cc(Cl)ccc21,3.977554426069383,1
CCN1C(=O)C(Cc2ccccc2)(Cc2ccccc2)C(O)c2ccccc21,3.5699354368759955,1
CCN1C(N/N=C\c2ccc([N+](=O)[O-])o2)=NS(=O)(=O)c2ccccc21,4.2873298686798496,1
CCN1C(N/N=C\c2ccc([N+](=O)[O-])s2)=NS(=O)(=O)c2ccccc21,4.306122381506108,1
CCN1C(NNC(=O)c2ccc(-c3cccc([N+](=O)[O-])c3)o2)=NS(=O)(=O)c2ccccc21,3.783381350115829,1
CCN1C(NNC(=O)c2ccc(-c3ccccc3[N+](=O)[O-])o2)=NS(=O)(=O)c2ccccc21,4.385441341443792,1
CCN1C(NNC(=O)c2ccc([N+](=O)[O-])o2)=NS(=O)(=O)c2ccccc21,4.3060433956661734,1
CCN1CC(=O)S/C1=N\c1ccc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)c(F)c1,3.6478576956957918,1
CCN1CC(CO)Cc2cc(Cc3cnc(N)nc3N)cc(OC)c21,3.53583949443961,1
CCN1CCC(C)c2cc(Cc3cnc(N)nc3N)ccc21,3.473349725923011,1
CCN1CCC2(CCN(c3c(F)cc4c(=O)c(C(=O)O)cn(C5CC5)c4c3F)C2)C1,6.271125705282238,2
CCN1CCC2(CCN(c3c(F)cc4c(=O)c(C(=O)O)cn(CC)c4c3F)C2)C1,5.607931949011901,2
CCN1CCC2(CCN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4CC)C2)C1,5.438812301748612,2
CCN1CCC[C@H]1C(=O)Nc1cc(F)c2c(c1O)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2,5.899842087196957,2
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)COC23)c2ccc(OC(N)=O)cc2)C(=O)C1=O,4.730870740029835,1
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(OC(N)=O)cc2)C(=O)C1=O,5.789578229471748,2
CCN1CCN(C(=O)NC(C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(COC(=O)c4cn(CC)c5cc(N6CCSCC6)c(F)cc5c4=O)CSC23)c2ccccc2)C(=O)C1=O,3.972683077200008,2
CCN1CCN(C(=O)NC(C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,5.4129340649930295,52
CCN1CCN(C(=O)NC(C(=O)N[C@H]2C(=O)N3[C@H]2SC(C)(C)[C@H]3C(=O)O)c2ccccc2)C(=O)C1=O,3.9077840866731233,17
CCN1CCN(C(=O)NCC2CC(SC3=C(C(=O)O)N4C(=O)[C@H]([C@@H](C)O)[C@H]4[C@H]3C)CO2)C(=O)C1=O,5.407024446732084,3
CCN1CCN(C(=O)NCCOc2ccc3sc(CNc4nncc(-c5c(C)cccc5O)n4)nc3c2)C(=O)C1=O,4.857814024823708,1
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,4.906927347308956,17
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2C(O)[C@H](C)[C@@H]3C(=O)OCOC(=O)C(C)(C)C)c2ccccc2)C(=O)C1=O,4.993446812163182,1
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,5.111904069329048,489
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2CN3CC(C#N)=C(C(=O)O)N3C2=O)c2ccccc2)C(=O)C1=O,5.707126287710301,1
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@]2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)[C@H](C)O)C(=O)C1=O,5.193935578947028,4
CCN1CCN(CC(=O)Nc2cc(C)nc3ccc(NC(=O)Nc4ccc(Cl)c(Cl)c4)cc23)CC1,5.519057732815346,1
CCN1CCN(CC2(CN3CCN(CC)CC3)Oc3cc(OC)cc(OC)c3C2=O)CC1,3.9509409347599607,1
CCN1CCN(CC2CN(CC(=O)Nc3cc(C)nc4ccc(OC)cc34)C(=O)O2)CC1,5.440842201859704,1
CCN1CCN(CC2SC(c3ccc(Br)cc3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,3.8869180411349378,1
CCN1CCN(CC2SC(c3ccc(C(=O)O)cc3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,5.070921670772703,1
CCN1CCN(CC2SC(c3ccc(C)cc3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,4.45079640558443,1
CCN1CCN(CC2SC(c3ccc(Cl)c(Cl)c3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,4.483303094110151,1
CCN1CCN(CC2SC(c3ccc(Cl)cc3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,4.764210216815908,1
CCN1CCN(CC2SC(c3ccc(Cl)cc3Cl)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,4.784333089774132,1
CCN1CCN(CC2SC(c3ccc(F)cc3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,5.055287792947679,1
CCN1CCN(CC2SC(c3ccc(O)cc3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,4.15097798095317,1
CCN1CCN(CC2SC(c3ccc(O)cc3O)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,3.8596545784805776,1
CCN1CCN(CC2SC(c3ccc(OC)c(OC)c3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,4.478228162423231,1
CCN1CCN(CC2SC(c3ccc(OC)cc3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,5.06258980521854,1
CCN1CCN(CC2SC(c3ccc([N+](=O)[O-])cc3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,3.8673843923633013,1
CCN1CCN(CC2SC(c3cccc(F)c3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,5.055287792947679,1
CCN1CCN(CC2SC(c3cccc(O)c3O)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,3.8596545784805776,1
CCN1CCN(CC2SC(c3ccccc3)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,4.442079469288709,1
CCN1CCN(CC2SC(c3ccccc3Br)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,3.8869180411349378,1
CCN1CCN(CC2SC(c3ccccc3C(=O)O)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,4.16783168378076,1
CCN1CCN(CC2SC(c3ccccc3[N+](=O)[O-])N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,3.8673843923633013,1
CCN1CCN(C[C@@H]2C[C@H](SC3=C(C(=O)O)N4C(=O)C([C@@H](C)O)C4[C@H]3C)CN2)S1(=O)=O,6.685106233538533,1
CCN1CCN(Cc2cc(=O)c3c(OC)cc(OC)cc3o2)CC1,3.676562975097817,1
CCN1CCN(Cc2cn(-c3cc(C)nc4ccc(OC)cc34)nn2)CC1,4.76815722575762,1
CCN1CCN(c2c(-c3nnc(S)n3CCOC)cnc3c(C(F)(F)F)cccc23)CC1,4.87300235144802,1
CCN1CCN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2N(C)C5)CC1,0.9206220608762958,1
CCN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)CC1,6.687336072016688,3
CCN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4C)CC1,5.699433004893628,1
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,6.877879069835818,1
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CC1,6.032834243142994,2
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)(C)C)CC1,6.273515172561216,2
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)C)CC1,5.353888593993316,2
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,6.157639272486777,70
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CCC2)CC1,5.669116891670897,2
